Quán Minh Ký - Phở & Mì Xíu,"K430/1 Hùng Vương, P. Vĩnh Trung,Quận Thanh Khê,Đà Nẵng",8.6,"Quán ăn-Món Bắc- Sinh viên, Gia đình",00:01 - 03:00,25.000đ -30.000đ
Cơm Tấm Hoa - Hà Huy Tập,"268 Hà Huy Tập, P. Hòa Khê,Quận Thanh Khê,Đà Nẵng",1.0,"Quán ăn- Cặp đôi, Gia đình, Nhóm hội",09:00 - 14:00,5.000đ -30.000đ
Quán Hải - Phở & Mì Xíu,"10 Lý Thái Tổ,Quận Thanh Khê,Đà Nẵng",7.0,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Gia đình",05:00 - 21:00,20.000đ -30.000đ
Roy Cafe - Hải Phòng,"196 Hải Phòng,Quận Thanh Khê,Đà Nẵng",8.8,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",07:00 - 22:00,10.000đ -30.000đ
Bánh Canh Gia Truyền Trang - 254 Trần Cao Vân,"254 Trần Cao Vân, P. Tam Thuận,Quận Thanh Khê,Đà Nẵng",10.0,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình, Nhóm hội",06:00 - 14:00,20.000đ -30.000đ
Ăn Vặt Thanh Hiền - Shop Online,"123/96/8 Cù Chính Lan,Quận Thanh Khê,Đà Nẵng",8.7,"Shop Online-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",09:00 - 18:00,15.000đ -50.000đ
Anh Mập - Xôi Chiên & Cơm Cháy Chà Bông - Trần Cao Vân,"Kiệt 249/108 Trần Cao Vân, P.  Xuân Hà,Quận Thanh Khê,Đà Nẵng",10.0,"Quán ăn-Món Việt- Gia đình, Nhóm hội, Giới văn phòng-Chi nhánh",14:00 - 23:00,3.000đ -10.000đ
Tiến Zồ Quán,"1005 Nguyễn Tất Thành,Quận Thanh Khê,Đà Nẵng",6.6,"Quán ăn-Món Việt- Gia đình, Nhóm hội",16:00 - 23:00,30.000đ -120.000đ
Bún Bò Bà Bảy,"02 Thái Thị Bôi,Quận Thanh Khê,Đà Nẵng",7.8,"Quán ăn-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội",06:00 - 20:00,
Rose - Trà Sữa Bóng Đèn & Ăn Vặt,"43 Dũng Sĩ Thanh Khê,Quận Thanh Khê,Đà Nẵng",7.5,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",15:00 - 22:00,10.000đ -30.000đ
Cháo Nghêu - Nguyễn Văn Linh,"134 Nguyễn Văn Linh, P. Vĩnh Trung,Quận Thanh Khê,Đà Nẵng",9.3,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Gia đình, Nhóm hội, Giới văn phòng-Chi nhánh",00:01 - 01:30,20.000đ -30.000đ
Cháo Dinh Dưỡng Mẹ Nấu,"K385/23 Nguyễn Văn Linh, P. Thạc Gián,Quận Thanh Khê,Đà Nẵng",9.0,Quán ăn-Món Việt- Trẻ em,06:15 - 12:15,10.000đ -20.000đ
"O Lệ - Bún Bò, Bún Mắm & Bánh Bèo","122/6 Phan Thanh, P. Thạc Gián,Quận Thanh Khê,Đà Nẵng",1.0,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình",06:30 - 18:30,10.000đ -15.000đ
Ăn Vặt Saka - Bún,"112/4 Trần Cao Vân, P. Tam Thuận,Quận Thanh Khê,Đà Nẵng",7.0,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình, Trẻ em-Chi nhánh",17:00 - 22:00,35.000đ -55.000đ
Hải Phố - Nhà Hàng Tiệc Cưới,"85 Trần Cao Vân,Quận Thanh Khê,Đà Nẵng",5.3,"Nhà hàng,Tiệc cưới/Hội nghị-Món Việt",08:00 - 22:00,200.000đ -1.100.000đ
Buzz - Trà Tắc & Nước Mía,"17 Phan Thanh, P. Thạc Gián,Quận Thanh Khê,Đà Nẵng",6.6,"Café/Dessert-Món Việt- Sinh viên, Cặp đôi, Gia đình",09:00 - 17:00,5.000đ -20.000đ
Chuối Nếp Nướng Cốt Dừa,"111 Thái Thị Bôi,Quận Thanh Khê,Đà Nẵng",7.9,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Cặp đôi",13:00 - 18:00,3.000đ -10.000đ
Dora's Food - Ram Cuốn Cải,"112/26 Trần Cao Vân,Quận Thanh Khê,Đà Nẵng",6.8,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội",10:30 - 22:00,5.000đ -30.000đ
Bé Vy - Bánh Canh Cá Lóc,"58 Phạm Văn Nghị, P. Thạc Gián,Quận Thanh Khê,Đà Nẵng",7.2,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội",05:30 - 22:00,15.000đ -20.000đ
Bún Bò Bà Hưng - Lê Độ,"77 Lê Độ, P. Chính Gián,Quận Thanh Khê,Đà Nẵng",8.0,"Quán ăn-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội",06:00 - 13:00,20.000đ -40.000đ
Nguyễn - Coffee & Milktea,"377 Nguyễn Phước Nguyên, P. An Khê,Quận Thanh Khê,Đà Nẵng",9.5,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",05:30 - 22:00,10.000đ -22.000đ
Bánh Tráng Long An - Shop Online,"K96/115 Điện Biên Phủ,Quận Thanh Khê,Đà Nẵng",8.0,"Shop Online-Món Miền Nam- Sinh viên, Nhóm hội",08:00 - 21:00,16.000đ -30.000đ
Bánh Tráng Bà Yến,"693/15B  Trần Cao Vân,Quận Thanh Khê,Đà Nẵng",8.2,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",16:00 - 21:00,5.000đ -15.000đ
Nem Rán Đà Nẵng - Chả Lốc Xoáy - Shop Online,"H06/29/K257 Hùng Vương, P. Vĩnh Trung,Quận Thanh Khê,Đà Nẵng",7.6,"Shop Online-Món Miền Trung- Gia đình, Nhóm hội, Giới văn phòng-Chi nhánh",09:00 - 17:30,10.000đ -90.000đ
Quán 56 - Bún Mắm & Bún Thịt Nướng,"56 Nguyễn Hoàng, P. Vĩnh Trung,Quận Thanh Khê,Đà Nẵng",7.1,"Quán ăn-Món Việt- Sinh viên, Gia đình, Nhóm hội",07:30 - 22:00,15.000đ -20.000đ
Bánh Mì Chay & Coffee Muối,"326 Hà Huy Tập, P. Hòa Khê,Quận Thanh Khê,Đà Nẵng",8.1,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Giới văn phòng",16:00 - 21:00,10.000đ -15.000đ
Chân Gà Xào Cay - Ăn Vặt Bắp Cải,"351/22/14 Nguyễn Phước Nguyên, P. An Khê,Quận Thanh Khê,Đà Nẵng",9.2,Quán ăn,15:00 - 22:00,5.000đ -70.000đ
MT Cake,"17 Phần Lăng 5,Quận Thanh Khê,Đà Nẵng",8.1,"Shop Online- Gia đình, Giới văn phòng",09:00 - 19:00,13.000đ -25.000đ
Gà Vàng - Xôi - Lê Độ,"92 Lê Độ, P. Chính Gián,Quận Thanh Khê,Đà Nẵng",10.0,"Shop Online-Món Việt- Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",07:00 - 12:00,
Ku Shin - Súp Thập Cẩm & Sâm Rong Biển,"K99/38 Thái Thị Bôi, P. Chính Gián,Quận Thanh Khê,Đà Nẵng",8.2,"Shop Online-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",08:00 - 19:00,15.000đ -30.000đ
Nụ Tầm Xuân Cafe,"K236/31 Trần Cao Vân,Quận Thanh Khê,Đà Nẵng",7.4,Café/Dessert-Món Việt,07:00 - 22:30,15.000đ -33.000đ
Mạnh Tài - Lẩu Bò & Gà Nướng,"36 Trần Văn Trà, Xã Hoà Châu,Huyện Hòa Vang,Đà Nẵng",8.4,Quán ăn,12:00 - 22:00,8.000đ -160.000đ
Phú Sỹ Sơn Place - Nhà Hàng Tiệc Cưới,"ĐT 605,Huyện Hòa Vang,Đà Nẵng",8.0,"Nhà hàng-Món Việt- Cặp đôi, Gia đình, Giới văn phòng",10:00 - 21:00,45.000đ -150.000đ
Trâm Anh - Gà Ta & Cá Lóc Nướng,"34 Văn Tiến Dũng, X. Hòa Xuân,Huyện Hòa Vang,Đà Nẵng",5.8,"Quán ăn-Món Việt- Gia đình, Nhóm hội",08:00 - 22:00,60.000đ -250.000đ
Mạnh Tài - Lẩu Bò & Gà Nướng,"36 Trần Văn Trà, Xã Hoà Châu,Huyện Hòa Vang,Đà Nẵng",8.4,Quán ăn,12:00 - 22:00,8.000đ -160.000đ
Phú Sỹ Sơn Place - Nhà Hàng Tiệc Cưới,"ĐT 605,Huyện Hòa Vang,Đà Nẵng",8.0,"Nhà hàng-Món Việt- Cặp đôi, Gia đình, Giới văn phòng",10:00 - 21:00,45.000đ -150.000đ
Trâm Anh - Gà Ta & Cá Lóc Nướng,"34 Văn Tiến Dũng, X. Hòa Xuân,Huyện Hòa Vang,Đà Nẵng",5.8,"Quán ăn-Món Việt- Gia đình, Nhóm hội",08:00 - 22:00,60.000đ -250.000đ
Leman Spaghetti,"483 Mẹ Thứ, X. Hoà Châu,Huyện Hòa Vang,Đà Nẵng",7.9,"Nhà hàng-Món Việt,Ý- Cặp đôi, Gia đình, Nhóm hội",07:00 - 21:30,35.000đ -150.000đ
2CE - Trà Sữa & Ăn Vặt,"16 Cẩm Nam 5, P. Hoà Xuân,Huyện Hòa Vang,Đà Nẵng",6.8,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Nhóm hội-Chi nhánh",09:00 - 23:00,8.000đ -23.000đ
Nhà Hàng La Crique & Café Postal,"KDL Bà Nà Hills, Thôn An Sơn, Xã Hòa Ninh,Huyện Hòa Vang,Đà Nẵng",7.9,"Nhà hàng-Món Việt,Tây Ban Nha- Gia đình, Khách du lịch",09:00 - 22:00,50.000đ -350.000đ
Tây Bắc - Các Món Rừng & Đồng,"Âu Cơ, Xã Hòa Sơn,Huyện Hòa Vang,Đà Nẵng",7.5,"Nhà hàng-Món Miền Trung- Gia đình, Khách du lịch",09:00 - 22:00,40.000đ -200.000đ
Arapang Restaurant,"Bà Nà Hills,Huyện Hòa Vang,Đà Nẵng",7.0,"Nhà hàng-Món Việt,Châu Mỹ- Cặp đôi, Gia đình, Nhóm hội",09:00 - 21:00,50.000đ -200.000đ
Starbucks Coffee - Bana Hills,"Tầng Trệt, Khách Sạn Morin, Làng Pháp, Bà Nà Hills,Huyện Hòa Vang,Đà Nẵng",9.5,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",09:00 - 17:00,50.000đ -120.000đ
Đồng Tiến Bakery - Hòa Nhơn,"Quốc Lộ 14B, Phú Hòa 1,Huyện Hòa Vang,Đà Nẵng",8.2,"Tiệm bánh-Món Việt- Sinh viên, Gia đình, Giới văn phòng-Chi nhánh",05:30 - 22:30,10.000đ -300.000đ
Kune's Coffee,"Phú Hòa 2,Huyện Hòa Vang,Đà Nẵng",9.2,"Café/Dessert-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",07:00 - 22:00,10.000đ -35.000đ
Cây Sứ - Nhậu Bình Dân,"112 Phạm Hùng,Huyện Hòa Vang,Đà Nẵng",7.5,"Quán nhậu-Món Việt- Gia đình, Nhóm hội",10:00 - 23:00,50.000đ -200.000đ
Mì Gà Thủy Chung,"Hòa Nhơn,Huyện Hòa Vang,Đà Nẵng",8.1,"Quán ăn-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội",07:00 - 22:00,20.000đ -30.000đ
Đồng Tiến Bakery - Miếu Bông,"Miếu Bông, X. Hòa Phước,Huyện Hòa Vang,Đà Nẵng",7.9,Tiệm bánh-Món Việt-Chi nhánh,05:30 - 22:30,10.000đ -300.000đ
Zii Garden Cafe,"106D-8 Vũ Miên,Huyện Hòa Vang,Đà Nẵng",8.5,"Café/Dessert-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",06:00 - 21:00,7.000đ -25.000đ
Nhà Hàng Hương Rừng Việt,"DT 602, Hòa Sơn,Huyện Hòa Vang,Đà Nẵng",8.8,Nhà hàng-Món Việt,08:00 - 22:00,50.000đ -200.000đ
T Milktea - Food & Drink,"Ngã 3 Miếu Bông, Xã Hòa Phước,Huyện Hòa Vang,Đà Nẵng",8.5,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",10:00 - 22:00,5.000đ -25.000đ
Kyomi Tea & Coffee,"151 Phạm Hùng, X. Hòa Phước,Huyện Hòa Vang,Đà Nẵng",7.5,"Café/Dessert-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",06:00 - 22:00,20.000đ -40.000đ
Little Tokyo Restaurant - Bà Nà Hills,"Thôn An Sơn. Hòa Vang,Huyện Hòa Vang,Đà Nẵng",7.6,"Nhà hàng-Món Nhật- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",09:00 - 22:00,50.000đ -200.000đ
Trà Sữa Tina,"Túy Loan,Huyện Hòa Vang,Đà Nẵng",4.8,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",16:00 - 22:00,10.000đ -25.000đ
Trà Sữa  Shu Shuz,"Cẩm Thoại, Thôn Túy Loan,Huyện Hòa Vang,Đà Nẵng",7.9,"Café/Dessert-Món Việt- Sinh viên, Cặp đôi, Nhóm hội, Trẻ em",08:00 - 22:00,10.000đ -15.000đ
Méo Tròn Vuông - Trà Sữa & Ăn Vặt,"Cầu Giăng, Tuý Loan Đông 2,Huyện Hòa Vang,Đà Nẵng",6.9,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",07:00 - 22:00,10.000đ -20.000đ
Mì Quảng Bà Tỉnh,"QL14B,Huyện Hòa Vang,Đà Nẵng",7.0,"Quán ăn-Món Quảng- Cặp đôi, Gia đình, Nhóm hội",07:00 - 22:00,15.000đ -25.000đ
Thủy Tiên Cafe - Tế Hanh,"114 Tế Hanh, P. Hoà Xuân,Huyện Hòa Vang,Đà Nẵng",8.2,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",06:00 - 22:00,10.000đ -100.000đ
CÒI Cofffee - 34 Vũ Miên - Shop Online,"34 Vũ Miên, X. Hòa Phước,Huyện Hòa Vang,Đà Nẵng",5.0,"Shop Online-Món Việt- Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",06:00 - 23:00,
Hầm Rượu Debay,"Ga cáp treo 2, Bà Nà,Huyện Hòa Vang,Đà Nẵng",7.6,"Bar/Pub-Món Việt,Pháp",,50.000đ -110.000đ
La Lavende Restaurant - BBQ Buffet,"Khu Làng Pháp, Bà Nà Hills,Huyện Hòa Vang,Đà Nẵng",7.0,"Nhà hàng-Món Việt,Quốc tế- Khách du lịch",11:00 - 14:00,235.000đ -500.000đ
Trà sữa BB,"ĐT605 Xã Hoà Tiến,Huyện Hòa Vang,Đà Nẵng",7.6,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",07:00 - 22:00,20.000đ -35.000đ
Gió Đồng Restaurant - Ẩm Thực Đồng Quê,"Hòa Sơn,Huyện Hòa Vang,Đà Nẵng",8.6,"Nhà hàng-Món Việt- Gia đình, Nhóm hội, Khách du lịch",08:00 - 22:00,50.000đ -200.000đ
Daisy Coffee,"Đường 605,Huyện Hòa Vang,Đà Nẵng",7.8,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",07:00 - 22:00,10.000đ -30.000đ
Khu Ẩm Thực Bà Nà,"Bà Nà Hills,Huyện Hòa Vang,Đà Nẵng",7.7,"Quán ăn-Món Việt- Gia đình, Nhóm hội",07:00 - 12:00,50.000đ -70.000đ
Hoa Lan Restaurant - Bà Nà Hills,"An Sơn, Hòa Ninh,Huyện Hòa Vang,Đà Nẵng",7.8,"Nhà hàng,Buffet-Món Việt- Khách du lịch",08:00 - 21:00,100.000đ -2.000.000đ
Thu Hà - Bánh Xèo & Nem Lụi,"Âu Cơ,Huyện Hòa Vang,Đà Nẵng",8.2,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",16:00 - 22:00,15.000đ -30.000đ
Hủ Tiếu Hương,"Hòa Nhơn,Huyện Hòa Vang,Đà Nẵng",8.4,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",17:00 - 23:00,10.000đ -15.000đ
Thủy Nga - Ốc & Bún Thịt Nướng,"Hòa Phong,Huyện Hòa Vang,Đà Nẵng",9.2,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",16:00 - 22:00,20.000đ -50.000đ
Gà Ta Bó Xôi - Shop Online,"Xã Hòa Liên,Huyện Hòa Vang,Đà Nẵng",5.0,"Shop Online-Món Việt- Gia đình, Nhóm hội",09:00 - 21:00,260.000đ -380.000đ
Gà Bó Xôi - Shop Online,"Chợ Lệ Trạch,Huyện Hòa Vang,Đà Nẵng",9.2,"Shop Online-Món Việt- Gia đình, Giới văn phòng",07:00 - 12:00,200.000đ -250.000đ
Kavkaz Restaurant - Bà Nà Hills,"An Sơn, Hòa Ninh,Huyện Hòa Vang,Đà Nẵng",7.3,"Nhà hàng-Đông Âu- Cặp đôi, Gia đình, Khách du lịch",09:00 - 17:00,20.000đ -500.000đ
Morin Restaurant - Bà Nà Hills,"An Sơn, Hòa Ninh,Huyện Hòa Vang,Đà Nẵng",7.1,"Nhà hàng-Món Việt,Quốc tế- Khách du lịch",06:30 - 22:00,100.000đ -2.000.000đ
Le Jardin Restaurant - Bà Nà Hills,"Bà Nà Hills, Xã Hòa Ninh,Huyện Hòa Vang,Đà Nẵng",7.0,"Nhà hàng-Món Việt,Pháp- Gia đình, Nhóm hội, Khách du lịch",11:00 - 15:00,225.000đ -275.000đ
Kavkazo Restaurant - Ẩm Thực Nga,"Bà Nà Hills, Hòa Ninh,Huyện Hòa Vang,Đà Nẵng",7.1,"Nhà hàng-Quốc tế- Gia đình, Nhóm hội, Khách du lịch",07:00 - 22:00,100.000đ -300.000đ
Quán Tân Vân,"126 Trần Văn Trà,Huyện Hòa Vang,Đà Nẵng",7.8,Quán ăn-Món Quảng- Gia đình,10:00 - 22:00,20.000đ -50.000đ
Nhà Hàng Doumer,"Bà Nà Hills,Huyện Hòa Vang,Đà Nẵng",5.0,"Nhà hàng-Món Việt- Gia đình, Nhóm hội, Giới văn phòng, Khách du lịch",09:00 - 22:00,100.000đ -500.000đ
Mandolay cafe - Tỉnh Lộ 605,"Tỉnh Lộ 605,Huyện Hòa Vang,Đà Nẵng",7.8,"Café/Dessert-Món Việt- Cặp đôi, Nhóm hội",07:00 - 22:00,10.000đ -20.000đ
Nhà Hàng Hội An - Bà Nà Hills,"An Sơn, Hòa Ninh,Huyện Hòa Vang,Đà Nẵng",7.4,Nhà hàng-Món Việt- Khách du lịch,07:00 - 22:00,50.000đ -200.000đ
Hội Quán Cây Đa - Vịt Trời & Dê,"Cẩm Toại Trung, Hoà Phong,Huyện Hòa Vang,Đà Nẵng",6.8,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội",09:00 - 22:30,30.000đ -150.000đ
Mây Cafe - Hòa Châu,"Dương Sơn, Đường ĐT605, X. Hòa Châu,Huyện Hòa Vang,Đà Nẵng",7.0,"Café/Dessert-Món Việt- Cặp đôi, Nhóm hội",07:00 - 22:00,15.000đ -50.000đ
Hoa Sen Restaurant - Buffet Âu & Á,"Ba Na Hills, Xã Hoà Ninh,Huyện Hòa Vang,Đà Nẵng",5.9,"Nhà hàng-Món Việt,Quốc tế- Khách du lịch",11:00 - 14:30,180.000đ -200.000đ
D.R.E.A.M - Sữa Tươi Trân Châu Đường Đen,"Dreams Mart, Quốc Lộ 14B, Thôn Phú Hòa 2, Xã Hòa Nhơn,Huyện Hòa Vang,Đà Nẵng",9.2,Ăn vặt/vỉa hè-Món Việt- Gia đình,08:00 - 20:00,15.000đ -25.000đ
Beer The Du Dôme,"Bà Nà Hill,Huyện Hòa Vang,Đà Nẵng",7.0,"Beer club- Cặp đôi, Gia đình, Nhóm hội, Khách du lịch",09:00 - 23:00,120.000đ -800.000đ
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Ngô Văn Sở,"22 Ngô Văn Sở, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",5.2,"Quán ăn-Món Hàn- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",09:00 - 22:00,39.000đ -45.000đ
Roma Pizza,"35 Ngô Thì Nhậm, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",7.8,"Nhà hàng-Ý- Cặp đôi, Gia đình, Nhóm hội",10:00 - 14:00,15.000đ -85.000đ
Ốc Ship,"212 Kinh Dương Vương, P. Thanh Khê Tây,Quận Liên Chiểu,Đà Nẵng",7.5,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Nhóm hội",10:30 - 22:00,29.000đ -49.000đ
"Chè Thái, Chè Đậu & Sinh Tố - Chè Ông Cúc - 677 Tôn Đức Thắng","677 Tôn Đức Thắng, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",7.3,"Café/Dessert-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",08:00 - 23:00,15.000đ -25.000đ
"Highlands Coffee - Trà, Cà Phê & Bánh - Ngô Văn Sở","68 Ngô Văn Sở, P. Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng",3.5,"Café/Dessert-Món Việt- Sinh viên, Nhóm hội, Giới văn phòng-Chi nhánh",07:00 - 23:00,19.000đ -65.000đ
Gà rán và Mì Ý - Jollibee - Phạm Như Xương,"10 Phạm Như Xương, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",5.2,"Nhà hàng-Philippines- Gia đình, Nhóm hội, Giới văn phòng-Chi nhánh",09:00 - 22:00,8.000đ -239.000đ
Mì Cay So Hot,"32 Nguyễn Huy Tưởng, P. Hòa Minh,Quận Liên Chiểu,Đà Nẵng",9.1,"Quán ăn-Món Hàn- Cặp đôi, Gia đình, Nhóm hội",09:00 - 23:00,30.000đ -50.000đ
Bún Đậu Phố Cổ - Đặng Dung,"53 Đặng Dung, P. Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng",8.4,Quán ăn-Món Việt-Chi nhánh,10:00 - 22:00,
"Trà Sữa, Mỳ Cay & Ăn Vặt Poc Poc - Ngô Văn Sở","54 Ngô Văn Sở, P. Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng",8.3,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",11:30 - 22:00,7.000đ -49.000đ
Bánh Tráng Kẹp Bé Nhỏ,"43 Nguyễn Tường Phổ,Quận Liên Chiểu,Đà Nẵng",7.4,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",14:30 - 22:00,12.000đ -20.000đ
Bông Food & Drink - Tôn Đức Thắng,"840 Tôn Đức Thắng,Quận Liên Chiểu,Đà Nẵng",1.5,"Café/Dessert-Món Việt- Cặp đôi, Nhóm hội, Giới văn phòng-Chi nhánh",09:00 - 22:00,12.000đ -35.000đ
"Highlands Coffee - Trà, Cà Phê & Bánh - Tôn Đức Thắng Đà Nẵng","277 Tôn Đức Thắng, P. Hòa Minh,Quận Liên Chiểu,Đà Nẵng",6.8,"Café/Dessert-Món Việt- Gia đình, Nhóm hội, Giới văn phòng-Chi nhánh",07:00 - 23:00,9.000đ -65.000đ
Quán Vân - Bánh Bèo - Nậm & Bột Lọc,"59 Thanh Tịnh,Quận Liên Chiểu,Đà Nẵng",7.1,"Quán ăn-Món Miền Trung- Gia đình, Nhóm hội",11:00 - 18:30,15.000đ -33.000đ
Phở Bà Lệ,"621 Tôn Đức Thắng, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",6.5,Quán ăn-Món Việt- Gia đình,06:30 - 22:00,20.000đ -25.000đ
Cơm Chiên 73 - Đệ Nhất Cơm Thố,"241 - 243 Lý Thái Tông, P. Hòa Minh,Quận Liên Chiểu,Đà Nẵng",6.0,"Quán ăn,Giao cơm văn phòng-Món Việt- Gia đình, Giới văn phòng-Chi nhánh",09:00 - 20:30,15.000đ -25.000đ
Quán Ăn Hàn Quốc Thằng Bờm,"543/25 Tôn Đức Thắng, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",9.6,Quán ăn,10:00 - 21:30,10.000đ -100.000đ
Túc Tắc Tea - Nguyễn Lương Bằng,"25 Nguyễn Lương Bằng, P. Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng",5.0,Café/Dessert-Chi nhánh,09:00 - 22:00,
To Go Milk Tea,"32 Trần Văn Kỷ, P. Hoà Khánh Nam,Quận Liên Chiểu,Đà Nẵng",6.3,"Shop Online-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",14:00 - 22:00,10.000đ -20.000đ
Ocha House Food & Tea,"30 Trần Văn Kỷ, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",9.6,"Café/Dessert-Món Việt- Cặp đôi, Nhóm hội, Giới văn phòng",08:00 - 22:00,25.000đ -40.000đ
Gim - Quán Ăn Hàn Quốc,"97 Nam Cao, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",8.1,"Quán ăn-Món Nhật- Sinh viên, Cặp đôi, Nhóm hội",11:00 - 22:00,25.000đ -150.000đ
Trà Sữa Xingfu Cha - Ngô Thì Nhậm,"30 Đ. Ngô Thì Nhậm, P. Hoà Khánh Nam,Quận Liên Chiểu,Đà Nẵng",7.9,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",09:00 - 22:30,20.000đ -50.000đ
Rio Coffee & Tea,"14 Mộc Bài 5, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",6.1,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",06:00 - 22:00,
Mì Quảng Bích - Đặng Dung,"01 - 03 - 05 - 07 Đặng Dung,Quận Liên Chiểu,Đà Nẵng",7.1,"Quán ăn-Món Quảng- Gia đình, Giới văn phòng",06:00 - 21:00,22.000đ -25.000đ
Phúc Drink - Tô Hiệu,"172/29 Tô Hiệu, P. Hòa Minh,Quận Liên Chiểu,Đà Nẵng",8.6,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",12:15 - 21:30,15.000đ -30.000đ
Pizza Take Away Đà Nẵng,"Nhà Hàng Đối Diện 91 Hồ Tùng Mậu Khoảng 25m,Quận Liên Chiểu,Đà Nẵng",6.1,"Tiệm bánh-Món Việt- Sinh viên, Gia đình",06:00 - 20:00,40.000đ -100.000đ
Bánh Canh O Sáu,"07 Trương Văn Đa, P. Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng",9.8,Quán ăn,10:30 - 20:00,
Chân Gà Nướng Hai Còi - Ngô Thì Nhậm,"19 Ngô Thì Nhậm, P. Hoà Khánh Nam,Quận Liên Chiểu,Đà Nẵng",8.1,"Ăn vặt/vỉa hè,Quán ăn-Món Việt- Sinh viên, Nhóm hội",15:00 - 23:59,10.000đ -65.000đ
Bún Đậu 36 - 51 Đặng Dung,"51 Đặng Dung, P. Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng",2.2,"Quán ăn-Món Việt- Gia đình, Nhóm hội, Giới văn phòng-Chi nhánh",10:00 - 22:00,5.000đ -59.000đ
